itemName,PdefBase,PdefStrk,PdefSlsh,PdefThst,MdefBase,MdefFire,MdefLght,Poise,Weight
Black Iron Armor +2,80.9,76.9,93.1,80.9,35.7,60.7,25,31,15.6
Black Iron Armor +3,87.7,83.3,100.9,87.7,38.7,65.8,27.1,31,15.6
Black Iron Armor +4,94.5,89.8,108.7,94.5,41.7,70.9,29.2,31,15.6
Black Iron Armor +5,105.4,100.1,121.2,105.4,46.5,79,32.6,31,15.6
Black Knight Armor,57,54.1,64.4,55.9,29,48,17,21,13
Black Knight Armor +1,61.6,58.5,69.6,60.3,31.3,51.8,18.4,21,13
Black Knight Armor +2,67.8,64.4,76.6,66.5,34.5,57.1,20.2,21,13
Black Knight Armor +3,73.5,69.9,83.1,72.1,37.4,61.9,21.9,21,13
Black Knight Armor +4,79.2,75.3,89.5,77.6,40.3,66.7,23.6,21,13
Black Knight Armor +5,88.3,83.9,99.8,86.6,44.9,74.4,26.3,21,13
Black Leather Armor,23,24.6,23,23,20,14,16,0,3.1
Black Leather Armor +1,25.3,27.1,25.3,25.3,22,15.4,17.6,0,3.1
Black Leather Armor +10,55.7,59.6,55.7,55.7,48.4,33.9,38.7,0,3.1
Black Leather Armor +2,27.6,29.5,27.6,27.6,24,16.8,19.2,0,3.1
Black Leather Armor +3,29.9,32,29.9,29.9,26,18.2,20.8,0,3.1
Black Leather Armor +4,32.9,35.2,32.9,32.9,28.6,20,22.9,0,3.1
Black Leather Armor +5,35.9,38.4,35.9,35.9,31.2,21.8,25,0,3.1
Black Leather Armor +6,38.9,41.6,38.9,38.9,33.8,23.7,27,0,3.1
Black Leather Armor +7,42.5,45.5,42.5,42.5,37,25.9,29.6,0,3.1
Black Leather Armor +8,46.2,49.5,46.2,46.2,40.2,28.1,32.2,0,3.1
Black Leather Armor +9,49.9,53.4,49.9,49.9,43.4,30.4,34.7,0,3.1
Black Sorcerer Cloak,13,13.4,14.2,13,28,21,21,0,1.8
Black Sorcerer Cloak +1,14.3,14.7,15.6,14.3,30.8,23.1,23.1,0,1.8
Black Sorcerer Cloak +10,31.5,32.4,34.3,31.5,67.8,50.8,50.8,0,1.8
Black Sorcerer Cloak +2,15.6,16.1,17,15.6,33.6,25.2,25.2,0,1.8
Black Sorcerer Cloak +3,16.9,17.4,18.4,16.9,36.4,27.3,27.3,0,1.8
Black Sorcerer Cloak +4,18.6,19.1,20.3,18.6,40,30,30,0,1.8
Black Sorcerer Cloak +5,20.3,20.9,22.1,20.3,43.7,32.8,32.8,0,1.8
Black Sorcerer Cloak +6,22,22.6,23.9,22,47.3,35.5,35.5,0,1.8
Black Sorcerer Cloak +7,24.1,24.8,26.2,24.1,51.8,38.9,38.9,0,1.8
Black Sorcerer Cloak +8,26.1,26.9,28.5,26.1,56.3,42.2,42.2,0,1.8
Black Sorcerer Cloak +9,28.2,29.1,30.7,28.2,60.8,45.6,45.6,0,1.8
Brass Armor,48,46.1,54.2,48,27,25,25,16,10.9
Brass Armor +1,51.8,49.8,58.6,51.8,29.2,27,27,16,10.9
Brass Armor +2,57.1,54.8,64.5,57.1,32.1,29.8,29.8,16,10.9
Brass Armor +3,61.9,59.4,70,61.9,34.8,32.2,32.2,16,10.9
Brass Armor +4,66.7,64.1,75.4,66.7,37.5,34.7,34.7,16,10.9
Brass Armor +5,74.4,71.4,84.1,74.4,41.9,38.8,38.8,16,10.9
Brigand Armor,23,25.3,23,20.7,20,13,17,0,3.1
Brigand Armor +1,25.3,27.8,25.3,22.8,22,14.3,18.7,0,3.1
Brigand Armor +10,55.7,61.2,55.7,50.1,48.4,31.5,41.1,0,3.1
Brigand Armor +2,27.6,30.4,27.6,24.8,24,15.6,20.4,0,3.1
Brigand Armor +3,29.9,32.9,29.9,26.9,26,16.9,22.1,0,3.1
Brigand Armor +4,32.9,36.2,32.9,29.6,28.6,18.6,24.3,0,3.1
Brigand Armor +5,35.9,39.5,35.9,32.3,31.2,20.3,26.5,0,3.1
Brigand Armor +6,38.9,42.8,38.9,35,33.8,22,28.7,0,3.1
Brigand Armor +7,42.5,46.8,42.5,38.3,37,24.1,31.5,0,3.1
Brigand Armor +8,46.2,50.9,46.2,41.6,40.2,26.1,34.2,0,3.1
Brigand Armor +9,49.9,54.9,49.9,44.9,43.4,28.2,36.9,0,3.1
Catarina Armor,57,56.4,65.5,57,31,37,19,21,11.7
Catarina Armor +1,61.6,60.9,70.8,61.6,33.5,40,20.5,21,11.7
Catarina Armor +2,67.8,67.2,78,67.8,36.9,44,22.6,21,11.7
Catarina Armor +3,73.5,72.8,84.6,73.5,40,47.7,24.5,21,11.7
Catarina Armor +4,79.2,78.4,91.1,79.2,43.1,51.4,26.4,21,11.7
Catarina Armor +5,88.4,87.5,101.6,88.4,48.1,57.4,29.5,21,11.7
Chain Armor,30,30,36,29.1,21,16,7,9,6
Chain Armor +1,33,33,39.6,32,23.1,17.6,7.7,9,6
Chain Armor +10,72.6,72.6,87.1,70.4,50.8,38.7,16.9,9,6
Chain Armor +2,36,36,43.2,34.9,25.2,19.2,8.4,9,6
Chain Armor +3,39,39,46.8,37.8,27.3,20.8,9.1,9,6
Chain Armor +4,42.9,42.9,51.5,41.6,30,22.9,10,9,6
Chain Armor +5,46.8,46.8,56.2,45.4,32.8,25,10.9,9,6
Chain Armor +6,50.7,50.7,60.8,49.2,35.5,27,11.8,9,6
Chain Armor +7,55.5,55.5,66.6,53.8,38.9,29.6,12.9,9,6
Chain Armor +8,60.3,60.3,72.4,58.5,42.2,32.2,14.1,9,6
Chain Armor +9,65.1,65.1,78.1,63.1,45.6,34.7,15.2,9,6
Cleric Armor,40,40,46,40,23,21,15,20,12.5
Cleric Armor +1,44,44,50.6,44,25.3,23.1,16.5,20,12.5
Cleric Armor +10,96.8,96.8,111.3,96.8,55.7,50.8,36.3,20,12.5
Cleric Armor +2,48,48,55.2,48,27.6,25.2,18,20,12.5
Cleric Armor +3,52,52,59.8,52,29.9,27.3,19.5,20,12.5
Cleric Armor +4,57.2,57.2,65.8,57.2,32.9,30,21.4,20,12.5
Cleric Armor +5,62.4,62.4,71.8,62.4,35.9,32.8,23.4,20,12.5
Cleric Armor +6,67.6,67.6,77.7,67.6,38.9,35.5,25.4,20,12.5
Cleric Armor +7,74,74,85.1,74,42.5,38.9,27.7,20,12.5
Cleric Armor +8,80.4,80.4,92.5,80.4,46.2,42.2,30.1,20,12.5
Cleric Armor +9,86.8,86.8,99.8,86.8,49.9,45.6,32.6,20,12.5
Crimson Robe,32,35.2,32,32,33,19,24,0,3.9
Crimson Robe +1,34.6,38,34.6,34.6,35.6,20.5,25.9,0,3.9
Crimson Robe +2,38.1,41.9,38.1,38.1,39.3,22.6,28.6,0,3.9
Crimson Robe +3,41.3,45.4,41.3,41.3,42.6,24.5,31,0,3.9
Crimson Robe +4,44.5,48.9,44.5,44.5,45.9,26.4,33.4,0,3.9
Crimson Robe +5,49.6,54.6,49.6,49.6,51.1,29.5,37.2,0,3.9
Crystalline Armor,28,24,32,28,21,15,7,16,10.9
Dark Armor,45,45,49.5,42.3,30,31,27,16,9.8
Dark Armor +1,48.6,48.6,53.5,45.7,32.4,33.5,29.2,16,9.8
Dark Armor +2,53.6,53.6,58.9,50.3,35.7,36.9,32.1,16,9.8
Dark Armor +3,58,58,63.9,54.6,38.7,40,34.8,16,9.8
Dark Armor +4,62.5,62.5,68.8,58.8,41.7,43.1,37.5,16,9.8
Dark Armor +5,69.7,69.7,76.7,65.6,46.5,48,41.8,16,9.8
Dingy Robe,23,28.7,23,23,33,19,25,0,3
Dingy Robe +1,25.3,31.6,25.3,25.3,36.3,20.9,27.5,0,3
Dingy Robe +10,55.7,69.6,55.7,55.7,79.9,46,60.5,0,3
Dingy Robe +2,27.6,34.5,27.6,27.6,39.6,22.8,30,0,3
Dingy Robe +3,29.9,37.4,29.9,29.9,42.9,24.7,32.5,0,3
Dingy Robe +4,32.9,41.1,32.9,32.9,47.2,27.2,35.7,0,3
Dingy Robe +5,35.9,44.8,35.9,35.9,51.5,29.6,39,0,3
Dingy Robe +6,38.9,48.6,38.9,38.9,55.8,32.1,42.2,0,3
Dingy Robe +7,42.5,53.2,42.5,42.5,61,35.2,46.2,0,3
Dingy Robe +8,46.2,57.8,46.2,46.2,66.3,38.2,50.2,0,3
Dingy Robe +9,49.9,62.4,49.9,49.9,71.6,41.2,54.2,0,3
Eastern Armor,45,42.7,55.8,43.6,15,33,18,20,12.3
Eastern Armor +1,48.6,46.2,60.3,47.1,16.2,35.6,19.4,20,12.3
Eastern Armor +2,53.6,50.9,66.4,51.9,17.9,39.3,21.4,20,12.3
Eastern Armor +3,58,55.1,72,56.3,19.3,42.6,23.2,20,12.3
Eastern Armor +4,62.5,59.4,77.6,60.7,20.9,45.9,25,20,12.3
Eastern Armor +5,69.7,66.3,86.5,67.7,23.2,51.1,27.9,20,12.3
Elite Knight Armor,39,37.8,45.2,39,17,18,15,20,11.7
Elite Knight Armor +1,42.9,41.6,49.8,42.9,18.7,19.8,16.5,20,11.7
Elite Knight Armor +10,94.4,91.5,109.5,94.4,41.1,43.6,36.3,20,11.7
Elite Knight Armor +2,46.8,45.4,54.3,46.8,20.4,21.6,18,20,11.7
Elite Knight Armor +3,50.7,49.2,58.8,50.7,22.1,23.4,19.5,20,11.7
Elite Knight Armor +4,55.8,54.1,64.7,55.8,24.3,25.7,21.4,20,11.7
Elite Knight Armor +5,60.8,59,70.6,60.8,26.5,28.1,23.4,20,11.7
Elite Knight Armor +6,65.9,63.9,76.5,65.9,28.7,30.4,25.4,20,11.7
Elite Knight Armor +7,72.2,70,83.7,72.2,31.5,33.3,27.7,20,11.7
Elite Knight Armor +8,78.4,76,90.9,78.4,34.2,36.2,30.1,20,11.7
Elite Knight Armor +9,84.6,82.1,98.2,84.6,36.9,39.1,32.6,20,11.7
Embraced Armor of Favor,48,45.6,55.7,48,23,30,19,20,11.7
Embraced Armor of Favor +1,51.8,49.2,60.1,51.8,24.8,32.4,20.5,20,11.7
Embraced Armor of Favor +2,57.1,54.3,66.3,57.1,27.4,35.7,22.6,20,11.7
Embraced Armor of Favor +3,61.9,58.8,71.8,61.9,29.7,38.7,24.5,20,11.7
Embraced Armor of Favor +4,66.7,63.4,77.4,66.7,32,41.7,26.4,20,11.7
Embraced Armor of Favor +5,74.4,70.7,86.3,74.4,35.6,46.5,29.4,20,11.7
Giant Armor,72,66.2,81.4,72,32,48,33,35,16.4
Giant Armor +1,77.8,71.5,87.9,77.8,34.6,51.8,35.6,35,16.4
Giant Armor +2,85.7,78.8,96.8,85.7,38.1,57.1,39.3,35,16.4
Giant Armor +3,92.9,85.4,105,92.9,41.3,61.9,42.6,35,16.4
Giant Armor +4,100.1,92.1,113.1,100.1,44.5,66.7,45.9,35,16.4
Giant Armor +5,111.6,102.7,126.1,111.6,49.6,74.4,51.1,35,16.4
Gold-Hemmed Black Cloak,31,33.2,31,31,38,58,21,0,3.5
Golem Armor,91,83.7,106.5,91,45,41,17,33,16.4
Hard Leather Armor,26,27.6,26,26,20,13,23,0,5.9
Hard Leather Armor +1,28.6,30.3,28.6,28.6,22,14.3,25.3,0,5.9
Hard Leather Armor +10,62.9,66.7,62.9,62.9,48.4,31.5,55.7,0,5.9
Hard Leather Armor +2,31.2,33.1,31.2,31.2,24,15.6,27.6,0,5.9
Hard Leather Armor +3,33.8,35.8,33.8,33.8,26,16.9,29.9,0,5.9
Hard Leather Armor +4,37.2,39.4,37.2,37.2,28.6,18.6,32.9,0,5.9
Hard Leather Armor +5,40.6,53,40.6,40.6,31.2,20.3,35.9,0,5.9
Hard Leather Armor +6,43.9,46.6,43.9,43.9,33.8,22,38.9,0,5.9
Hard Leather Armor +7,48.1,51,48.1,48.1,37,24.1,42.5,0,5.9
Hard Leather Armor +8,52.3,55.4,52.3,52.3,40.2,26.1,46.2,0,5.9
Hard Leather Armor +9,56.4,59.8,56.4,56.4,43.4,28.2,49.9,0,5.9
Havel's Armor,92,78.2,105.8,92,56,54,49,47,19.5
Hollow Soldier Armor,26,26,28.9,22.9,16,17,10,12,7.8
Hollow Soldier Armor +1,28.6,28.6,31.7,25.2,17.6,18.7,11,12,7.8
Hollow Soldier Armor +10,62.9,62.9,69.8,55.4,38.7,41.1,24.2,12,7.8
Hollow Soldier Armor +2,31.2,31.2,34.6,27.5,19.2,20.4,12,12,7.8
Hollow Soldier Armor +3,33.8,33.8,37.5,29.7,20.8,22.1,13,12,7.8
Hollow Soldier Armor +4,37.2,37.2,41.3,32.7,22.9,24.3,14.3,12,7.8
Hollow Soldier Armor +5,40.6,40.6,45,35.7,25,26.5,15.6,12,7.8
Hollow Soldier Armor +6,43.9,43.9,48.8,38.7,27,28.7,16.9,12,7.8
Hollow Soldier Armor +7,48.1,48.1,53.4,42.3,29.6,31.5,18.5,12,7.8
Hollow Soldier Armor +8,52.3,52.3,58,46,32.2,34.2,20.1,12,7.8
Hollow Soldier Armor +9,56.4,56.4,62.6,49.6,34.7,36.9,21.7,12,7.8
Hollow Thief's Leather Armor,21,22.9,21,21.8,20,13,18,0,2.8
Hollow Thief's Leather Armor +1,23.1,25.2,23.1,24,22,14.3,19.8,0,2.8
Hollow Thief's Leather Armor +10,50.8,55.4,50.8,52.9,48.4,31.5,43.6,0,2.8
Hollow Thief's Leather Armor +2,25.2,27.5,25.5,26.2,24,15.6,21.6,0,2.8
Hollow Thief's Leather Armor +3,27.3,29.8,27.3,28.4,26,16.9,23.4,0,2.8
Hollow Thief's Leather Armor +4,30,32.7,30,31.2,28.6,18.6,25.7,0,2.8
Hollow Thief's Leather Armor +5,32.8,35.7,32.8,34.1,31.2,20.3,28.1,0,2.8
Hollow Thief's Leather Armor +6,35.5,38.7,35.5,36.9,33.8,22,30.4,0,2.8
Hollow Thief's Leather Armor +7,38.9,42.3,38.9,40.4,37,24.1,33.3,0,2.8
Hollow Thief's Leather Armor +8,42.2,46,42.2,43.9,40.2,26.1,36.2,0,2.8
Hollow Thief's Leather Armor +9,45.6,49.7,45.6,47.4,43.4,28.2,39.1,0,2.8
Hollow Warrior Armor,24,23.3,24.7,22.8,16,12,17,8,6.6
Hollow Warrior Armor +1,26.4,25.6,27.2,25.1,17.6,13.2,18.7,8,6.6
Hollow Warrior Armor +10,58.1,56.3,59.8,55.2,38.7,29,41.1,8,6.6
Hollow Warrior Armor +2,28.8,27.9,29.7,27.4,19.2,14.4,20.4,8,6.6
Hollow Warrior Armor +3,31.2,30.3,32.1,29.6,20.8,15.6,22.1,8,6.6
Hollow Warrior Armor +4,34.3,33.3,35.3,32.6,22.9,17.2,24.3,8,6.6
Hollow Warrior Armor +5,37.4,36.3,38.6,35.6,25,18.7,26.5,8,6.6
Hollow Warrior Armor +6,40.6,39.3,41.8,38.5,27,20.3,28.7,8,6.6
Hollow Warrior Armor +7,44.4,43.1,45.7,42.2,29.6,22.2,31.5,8,6.6
Hollow Warrior Armor +8,48.2,46.8,49.7,45.8,32.2,24.1,34.2,8,6.6
Hollow Warrior Armor +9,52.1,50.5,53.6,49.5,34.7,26,36.9,8,6.6
Holy Robe,22,26,22,22,23,14,19,0,4
Holy Robe +1,24.2,28.6,24.2,24.2,25.3,15.4,20.9,0,4
Holy Robe +10,53.2,62.8,53.2,53.2,55.7,33.9,46,0,4
Holy Robe +2,26.4,31.2,26.4,26.4,27.6,16.8,22.8,0,4
Holy Robe +3,28.6,33.7,28.6,28.6,29.9,18.2,24.7,0,4
Holy Robe +4,31.5,37.1,31.5,31.5,32.9,20,27.2,0,4
Holy Robe +5,34.3,40.5,34.3,34.3,35.9,21.8,29.6,0,4
Holy Robe +6,37.2,43.9,37.2,37.2,38.9,23.7,32.1,0,4
Holy Robe +7,40.7,48,40.7,40.7,42.5,25.9,35.2,0,4
Holy Robe +8,44.2,52.2,44.2,44.2,46.2,28.1,38.2,0,4
Holy Robe +9,47.7,56.3,47.7,47.7,49.9,30.4,41.2,0,4
Knight Armor,37,35.1,42.9,36.3,16,18,13,20,10.9
Knight Armor +1,40.7,38.7,47.2,39.9,17.6,19.8,14.3,20,10.9
Knight Armor +10,89.5,85.1,103.9,87.7,38.7,43.6,31.5,20,10.9
Knight Armor +2,44.4,42.2,51.5,43.5,19.2,21.6,15.6,20,10.9
Knight Armor +3,48.1,45.7,55.8,47.1,20.8,23.4,16.9,20,10.9
Knight Armor +4,52.9,50.3,61.4,51.9,22.9,25.7,18.6,20,10.9
Knight Armor +5,57.7,54.8,67,56.6,25,28.1,20.3,20,10.9
Knight Armor +6,62.5,59.4,72.5,61.3,27,30.4,22,20,10.9
Knight Armor +7,68.5,65,79.4,67.1,29.6,33.3,24.1,20,10.9
Knight Armor +8,74.4,70.7,86.3,72.9,32.2,36.2,26.1,20,10.9
Knight Armor +9,80.3,76.3,93.1,78.7,34.7,39.1,28.2,20,10.9
Leather Armor,24,25.4,24,24,20,12,23,0,4.7
Leather Armor +1,26.4,28,26.4,26.4,22,13.2,25.3,0,4.7
Leather Armor +10,58.1,61.6,58.1,58.1,48.4,29,55.7,0,4.7
Leather Armor +2,28.8,30.5,28.8,28.8,24,14.4,27.6,0,4.7
Leather Armor +3,31.2,33.1,31.2,31.2,26,15.6,29.9,0,4.7
Leather Armor +4,34.3,36.4,34.3,34.3,28.6,17.2,32.9,0,4.7
Leather Armor +5,37.4,39.7,37.4,37.4,31.2,18.7,35.9,0,4.7
Leather Armor +6,40.6,43,40.6,40.6,33.8,20.3,38.9,0,4.7
Leather Armor +7,44.4,47.1,44.4,44.4,37,22.2,42.5,0,4.7
Leather Armor +8,48.2,51.1,48.2,48.2,40.2,24.1,46.2,0,4.7
Leather Armor +9,52.1,55.2,52.1,52.1,43.4,26,49.9,0,4.7
Maiden Robe,19,22.2,19,19,22,13,17,0,2
Maiden Robe +1,20.9,24.5,20.9,20.9,24.2,14.3,18.7,0,2
Maiden Robe +10,46,53.8,46,46,53.2,31.5,41.1,0,2
Maiden Robe +2,22.8,26.7,22.8,22.8,26.4,15.6,20.4,0,2
Maiden Robe +3,24.7,28.9,24.7,24.7,28.6,16.9,22.1,0,2
Maiden Robe +4,27.2,31.8,27.2,27.2,31.5,18.6,24.3,0,2
Maiden Robe +5,29.6,34.7,29.6,29.6,34.3,20.3,26.5,0,2
Maiden Robe +6,32.1,37.6,32.1,32.1,37.2,22,28.7,0,2
Maiden Robe +7,35.2,41.1,35.2,35.2,40.7,24.1,31.5,0,2
Maiden Robe +8,38.2,44.7,38.2,38.2,44.2,26.1,34.2,0,2
Maiden Robe +9,41.2,48.2,41.2,41.2,47.7,28.2,36.9,0,2
Moonlight Robe,20,20,20,20,31,17,17,0,3.1
Ornstein's Armor,70,66.5,79.1,70,36,46,40,19,12
Painting Guardian Robe,9,10.8,9,9,34,29,21,0,1.6
Painting Guardian Robe +1,9.7,11.7,9.7,9.7,36.7,31.3,22.7,0,1.6
Painting Guardian Robe +2,10.7,12.9,10.7,10.7,40.5,34.5,25,0,1.6
Painting Guardian Robe +3,11.6,13.9,11.6,11.6,43.9,37.4,27.1,0,1.6
Painting Guardian Robe +4,12.5,15,12.5,12.5,47.3,40.3,29.2,0,1.6
Painting Guardian Robe +5,13.9,16.7,13.9,13.9,52.7,44.9,32.5,0,1.6
Paladin Armor,59,56,67.8,59,31,37,19,20,12.9
Paladin Armor +1,63.7,60.5,73.3,63.7,33.5,40,20.5,20,12.9
Paladin Armor +2,70.2,66.7,80.7,70.2,36.9,44,22.6,20,12.9
Paladin Armor +3,76.1,72.3,87.5,76.1,40,47.7,24.5,20,12.9
Paladin Armor +4,82,77.9,94.3,82,43.1,51.4,26.4,20,12.9
Paladin Armor +5,91.4,86.9,105.2,91.4,48,57.3,29.4,20,12.9
Robe of the Channelers,53,50.9,60.4,53,45,45,35,12,10.1
Sage Robe,41,44.3,42.6,41,28,29,35,0,4
Sage Robe +1,44.3,47.8,46.1,44.3,30.2,31.3,37.8,0,4
Sage Robe +2,48.8,52.7,50.7,48.8,33.3,34.5,41.7,0,4
Sage Robe +3,52.9,57.1,55,52.9,36.1,37.4,45.1,0,4
Sage Robe +4,57,61.5,59.3,57,38.9,40.3,48.6,0,4
Sage Robe +5,63.5,68.6,66.1,63.5,43.4,44.9,54.2,0,4
Shadow Garb,23,25.3,23,23,12,16,17,0,2.3
Shadow Garb +1,24.8,27.3,24.8,24.8,13,17.3,18.4,0,2.3
Shadow Garb +2,27.4,30.1,27.4,27.4,14.3,19,20.2,0,2.3
Shadow Garb +3,29.7,32.6,29.7,29.7,15.5,20.6,21.9,0,2.3
Shadow Garb +4,32,35.2,32,32,16.7,22.2,23.6,0,2.3
Shadow Garb +5,35.6,39.2,35.6,35.6,18.6,24.8,26.3,0,2.3
Silver Knight Armor,52,48.9,59.8,51,26,29,34,19,12
Silver Knight Armor +1,56.2,52.8,64.6,55,28.1,31.3,36.7,19,12
Silver Knight Armor +2,61.9,58.2,71.2,60.6,30.9,34.5,40.5,19,12
Silver Knight Armor +3,67.1,63.1,77.1,65.7,33.5,37.4,43.9,19,12
Silver Knight Armor +4,72.3,67.9,83.1,70.8,36.1,40.3,47.3,19,12
Silver Knight Armor +5,80.6,75.8,92.7,79,40.3,44.9,52.7,19,12
Smough's Armor,106,92.2,121.9,106,52,66,59,35,17.6
Sorcerer Cloak,20,21.6,20.8,20,27,13,17,0,2.3
Sorcerer Cloak +1,22,23.8,22.9,22,29.7,14.3,18.7,0,2.3
Sorcerer Cloak +10,48.4,52.3,50.3,48.4,65.3,31.5,41.1,0,2.3
Sorcerer Cloak +2,24,25.9,25,24,32.4,15.6,20.4,0,2.3
Sorcerer Cloak +3,26,28.1,27,26,35.1,16.9,22.1,0,2.3
Sorcerer Cloak +4,28.6,30.9,29.7,28.6,38.6,18.6,24.3,0,2.3
Sorcerer Cloak +5,31.2,33.7,32.4,31.2,42.1,20.3,26.5,0,2.3
Sorcerer Cloak +6,33.8,36.5,35.2,33.8,45.6,22,28.7,0,2.3
Sorcerer Cloak +7,37,40,38.5,37,50,24.1,31.5,0,2.3
Sorcerer Cloak +8,40.2,43.4,41.8,40.2,54.3,26.1,34.2,0,2.3
Sorcerer Cloak +9,43.4,46.9,45.1,43.4,58.6,28.2,36.9,0,2.3
Steel Armor,42,39.5,48.3,42,22,21,13,23,14
Steel Armor +1,46.2,43.4,53.1,46.2,24.2,23.1,14.3,23,14
Steel Armor +10,101.6,95.5,116.9,101.6,53.2,50.8,31.5,23,14
Steel Armor +2,50.4,47.4,58,50.4,26.4,25.2,15.6,23,14
Steel Armor +3,54.6,51.3,62.8,54.6,28.6,27.3,16.9,23,14
Steel Armor +4,60.1,56.5,69.1,60.1,31.5,30,18.6,23,14
Steel Armor +5,65.5,61.6,75.3,65.5,34.3,32.8,20.3,23,14
Steel Armor +6,71,66.7,81.6,71,37.2,35.5,22,23,14
Steel Armor +7,77.7,73,89.4,77.7,40.7,38.9,24.1,23,14
Steel Armor +8,84.4,79.4,97.1,84.4,44.2,42.2,26.1,23,14
Steel Armor +9,91.1,85.7,104.8,91.1,47.7,45.6,28.2,23,14
Stone Armor,91,85.5,104.7,91,45,54,54,39,17.6
Tattered Cloth Robe,21,23.3,21,21,23,30,17,0,2.7
Tattered Cloth Robe +1,23.1,25.6,23.1,23.1,25.3,33,18.7,0,2.7
Tattered Cloth Robe +10,50.8,56.4,50.8,50.8,55.7,72.6,41.1,0,2.7
Tattered Cloth Robe +2,25.2,28,25.2,25.2,27.6,36,20.4,0,2.7
Tattered Cloth Robe +3,27.3,30.3,27.3,27.3,29.9,39,22.1,0,2.7
Tattered Cloth Robe +4,30,33.3,30,30,32.9,42.9,24.3,0,2.7
Tattered Cloth Robe +5,32.8,36.4,32.8,32.8,35.9,46.8,26.5,0,2.7
Tattered Cloth Robe +6,35.5,39.4,35.5,35.5,38.9,50.7,28.7,0,2.7
Tattered Cloth Robe +7,38.9,43.1,38.9,38.9,42.5,55.5,31.5,0,2.7
Tattered Cloth Robe +8,42.2,46.9,42.2,42.2,46.2,60.3,34.2,0,2.7
Tattered Cloth Robe +9,45.6,50.6,45.6,45.6,49.9,65.1,36.9,0,2.7
Wanderer Coat,23,24.6,24.6,23,21,26,23,0,3.5
